,relative_time,sensor_1,sensor_2
0,20.85,-2.3722681197784468,-0.678710077940039
1,20.8625,-0.9758627694238342,3.5871901875468737
2,20.875,-0.4395258721341832,1.2014045997506884
3,20.8875,-0.4634826507269807,-0.0017500233474621
4,20.9,-0.4623348137312533,-1.555424470898927
5,20.9125,-0.4055533258988575,-1.3504123619810926
6,20.925,-0.3519806003638948,-0.0843503581683435
7,20.9375,-0.4720196732954207,0.5268515114824268
8,20.95,-0.2973529878144276,0.7754915273437746
9,20.9625,-0.1691335135972949,-0.2123345654077368
10,20.975,0.23812507924589,-0.4867200773848879
11,20.9875,0.4648033109062766,-0.816675136511904
12,21.0,0.3622723887611201,-1.5784123413443751
13,21.0125,-0.2496100542635915,-1.0174348915004217
14,21.025,-0.3014771977835551,-0.7839020390307283
15,21.0375,-0.4857152766738082,0.3355846653666461
16,21.05,0.3527914337897186,0.2133251606990072
17,21.0625,0.7395501022041628,2.2360957201241405
18,21.075,1.1591752388654086,2.709055321327192
19,21.0875,0.6360197692280423,1.913478353021958
20,21.1,0.8210088144428696,1.2567840522808282
21,21.1125,1.787270073067866,2.7379559506892197
22,21.125,1.3937804546980104,2.5969023385899703
23,21.1375,1.4733917557360954,-0.2013424817225129
24,21.15,0.2702962139688125,-1.3103301142964696
25,21.1625,0.7383507935950817,-0.3495312154482377
26,21.175,1.9856723950876187,2.226691790340176
27,21.1875,5.54871585304884,8.019031073469165
28,21.2,-0.2178364028188184,62.92737844000577
29,21.2125,11.80997219929882,-3.1344083295524783
30,21.225,35.767782370564696,-157.70256216305154
31,21.2375,26.781363381155607,109.03093343464263
32,21.25,-39.11468705354238,-8.45775104908121
33,21.2625,-15.292931324980152,-19.0986938926941
34,21.275,-8.434183389202055,31.58090952599622
35,21.2875,-9.574443306606035,10.185716750089815
36,21.3,-9.606567908343637,-4.675765440917203
37,21.3125,-2.3757004121972614,-1.5882813145204722
38,21.325,2.88206887767835,-15.214211448735568
39,21.3375,2.719850339388472,-12.499617893866317
40,21.35,2.596383769132018,-7.917168333581053
41,21.3625,-0.4067227513010962,4.751316105446293
42,21.375,-2.3591766306259743,9.418589091361014
43,21.3875,-0.6818045587853305,1.3914831290568586
44,21.4,-0.0199298379507695,-4.344676455695158
45,21.4125,0.1463817337958062,-5.79857673303529
46,21.425,-0.8479968108512992,-3.254591496355061
47,21.4375,-1.8177199152250625,1.4784430066101706
48,21.45,-0.9777848272538848,3.0976966601912537
49,21.4625,-1.3603477220172169,2.5856208943483594
50,21.475,-1.2204533222703162,-4.466101000926521
51,21.4875,0.2195659795073368,-5.732614661941113
52,21.5,0.5087499353909308,-2.590493086705301
