,relative_time,sensor_1,sensor_2
0,64.2125,21.888996040131552,-0.1371398177565197
1,64.225,-21.58702956656107,-0.7154505138762346
2,64.2375,-1.3734327440608496,-1.3184634487934943
3,64.25,11.0763217975909,0.8953971398142002
4,64.2625,-8.102107415950073,-0.4592321404407684
5,64.275,-6.566367619276434,0.070427543714544
6,64.2875,-10.67873515683985,0.1240399372429124
7,64.3,-7.265656928180029,0.1415040860679894
8,64.3125,19.063142702903413,0.0933985498714307
9,64.325,-18.810552534952198,0.6088422653415648
10,64.3375,13.192451623010548,-0.1539254046611304
11,64.35,-0.5332835091329002,0.4475144979589629
12,64.3625,-24.157203648653255,0.1989723910175911
13,64.375,-5.113753751005596,0.1264499820877773
14,64.3875,47.29140455435889,-0.5186944014180384
15,64.4,15.580289565620689,-0.2718278577632205
16,64.4125,-20.38288719597325,0.0484444931633021
17,64.425,2.474568893247877,0.0277952043113316
18,64.4375,-4.870600351489358,-0.0643859931986412
19,64.45,5.539724451202801,-0.0736660435777381
20,64.4625,10.441795006531862,0.0144112764403203
21,64.475,-0.3140136116960335,0.0397777356821649
22,64.4875,-27.03078279857316,-0.1165631657229937
23,64.5,-12.78389548171976,0.0
24,64.5125,2.2738619941288363,-0.2710970187379757
25,64.525,-5.446222543946995,0.0646104592862784
26,64.5375,-3.3619455086900984,-0.3415610561489757
27,64.55,13.823277669459166,0.0813944212121597
28,64.5625,11.241300826608196,0.5612809090314741
29,64.575,8.440388869510684,0.4793823310962253
30,64.5875,-10.643266310550032,-0.2530640505974801
31,64.6,-0.6944047101121598,0.1813401226156941
32,64.6125,-7.480506547337136,-0.1330124727714832
33,64.625,-8.273124282065432,0.0757739751018604
34,64.6375,-4.54281993988694,-0.2590059307971515
35,64.65,19.964716345286497,-0.4388609421570066
36,64.6625,-19.58553300049296,-0.6222526375100301
37,64.675,4.831212525458319,-0.1844038364358624
38,64.6875,31.42106403648185,0.0301298831550411
39,64.7,24.8776936541778,0.1140209700924188
40,64.7125,2.818951818193298,-0.1921743911454143
41,64.725,-34.57499636578522,0.0671441042280918
42,64.7375,1.2793536827623342,0.8571780613337765
43,64.75,4.840371762316558,-0.024168477888935
44,64.7625,-5.839592798017534,0.4417415612379116
45,64.775,2.3751557981187688,0.2098143749214642
46,64.7875,-2.046241606692085,0.3510675590353784
47,64.8,-7.852504173695074,0.4160651957466044
48,64.8125,-30.292486412245587,-0.5302436560302226
49,64.825,-13.752060174282157,0.2220264274872363
50,64.8375,19.949950732844,-0.6595902397387476
51,64.85,6.0260364658303445,-1.0861907086428602
52,64.8625,47.90184681687084,0.4119404736009002
53,64.875,-3.0135355964858945,-0.6557009596744479
54,64.8875,-10.707729434071496,-0.4245539554102961
55,64.9,-12.460398849367492,0.2537938853272337
56,64.9125,0.3213579868889482,0.4057512120964546
57,64.925,0.7201988675885573,0.4132450291274736
58,64.9375,-7.832791971966486,0.8811241046001328
59,64.95,-24.13680752218795,0.3628323733227034
60,64.9625,-23.788484913446236,0.3271160004340956
61,64.975,12.908638575801277,0.0654641025994706
62,64.9875,13.482949737139585,-0.6325403347304359
63,65.0,46.75241965861545,0.2804556432991134
64,65.0125,27.613568723285127,-0.9991740598756848
65,65.025,-32.94560354275735,-0.4633279568919946
66,65.0375,-6.644490281771667,-0.0924778307395257
67,65.05,1.162898283009426,-0.298014161643465
68,65.0625,-1.6669728712120957,0.0814498229265225
69,65.075,5.811208198030542,-0.3952246130456416
