,relative_time,resulant,derivative,abs_derivative,rms,normalize,threshold,normalize_no_rms,threshold_no_rms
0,0.0,2.7473279152139236,-0.8656410787052948,0.8656410787052948,0.6113627835922668,0.01124703901178052,0.0,0.008244276982046632,0.0
1,0.0125,2.7365074017301074,0.15609437563973927,0.15609437563973927,0.5707694565492907,0.010461787461804638,0.0,0.001486626847744317,0.0
2,0.025,2.738458581425604,-0.10881231410863279,0.10881231410863279,0.5981144477982435,0.010990758559433171,0.0,0.0010363173359456954,0.0
3,0.0375,2.7370984274992463,0.8785991571150475,0.8785991571150475,0.5973621897733922,0.010976206616465527,0.0,0.008367688393765747,0.0
4,0.05,2.7480809169631844,0.7491819968318936,0.7491819968318936,0.512113487293278,0.009327125828259343,0.0,0.0071351326130257185,0.0
5,0.0625,2.757445691923583,0.389304526386951,0.389304526386951,0.43882353529387313,0.007909379301982713,0.0,0.0037076964400752322,0.0
6,0.075,2.76231199850342,-0.5377475613389393,0.5377475613389393,0.4232724211717863,0.007608553098323867,0.0,0.005121452702694166,0.0
7,0.0875,2.755590153986683,-0.6562278393147736,0.6562278393147736,0.40430442698758706,0.007241629568815999,0.0,0.006249846736401063,0.0
8,0.1,2.7473873059952485,-0.6045171892387913,0.6045171892387913,0.4281284002870373,0.007702488860792027,0.0,0.00575735980083914,0.0
9,0.1125,2.7398308411297636,-0.5292167941304982,0.5292167941304982,0.4285656598131081,0.007710947362363611,0.0,0.00504020654944906,0.0
10,0.125,2.7332156312031324,-0.06815911199971936,0.06815911199971936,0.3916783482978568,0.006997386276051858,0.0,0.0006491404024130533,0.0
11,0.1375,2.732363642303136,-0.12363488042552717,0.12363488042552717,0.5240885742472291,0.009558776108654706,0.0,0.0011774859395475529,0.0
12,0.15,2.730818206297817,0.060997003681073636,0.060997003681073636,0.5309539024303617,0.009691581423951738,0.0,0.0005809292162680416,0.0
13,0.1625,2.73158066884383,0.21048893899649812,0.21048893899649812,0.5543722151843553,0.010144593476115503,0.0,0.002004675098528954,0.0
14,0.175,2.7342117805812864,0.40446589100078256,0.40446589100078256,0.5493757584236332,0.010047940264823146,0.0,0.0038520917239603003,0.0
15,0.1875,2.7392676042187962,0.7676521586606455,0.7676521586606455,0.5308895400876825,0.009690336376230091,0.0,0.007311040542727027,0.0
16,0.2,2.7488632562020543,0.6069907850987732,0.6069907850987732,0.46046709246136275,0.008328059859867745,0.0,0.005780918074485113,0.0
17,0.2125,2.756450641015789,0.19498114068827732,0.19498114068827732,0.4077804364731659,0.0073088707149628,0.0,0.0018569804156172932,0.0
18,0.225,2.7588879052743924,-0.9872694189520104,0.9872694189520104,0.4040940170937117,0.007237559326061051,0.0,0.009402652838423835,0.0
19,0.2375,2.7465470375374923,-0.2706127980235351,0.2706127980235351,0.23953101445558153,0.004054194908715607,0.0,0.002577288574531945,0.0
20,0.25,2.743164377562198,-0.455030423331344,0.455030423331344,0.2200985375935865,0.0036782862634449948,0.0,0.0043336631514903955,0.0
21,0.2625,2.7374764972705563,0.01367337708597205,0.01367337708597205,0.15126382352156859,0.002346723421602214,0.0,0.0001302238430566681,0.0
22,0.275,2.737647414484131,-0.06190715330887997,0.06190715330887997,0.1563352343871594,0.0024448265713773883,0.0,0.0005895973881135423,0.0
23,0.2875,2.73687357506777,0.1754415926136943,0.1754415926136943,0.1864330979664678,0.00302705019649668,0.0,0.0016708877608280664,0.0
24,0.3,2.739066594975441,-0.04977290666840162,0.04977290666840162,0.17581227554220172,0.0028215972839565483,0.0,0.0004740320657952029,0.0
25,0.3125,2.738444433642086,0.11863543934929055,0.11863543934929055,0.19290218754549604,0.003152190533318215,0.0,0.0011298717747373957,0.0
26,0.325,2.7399273766339522,-0.356883683403062,0.356883683403062,0.19836889570877525,0.0032579404526075625,0.0,0.0033989236517616346,0.0
27,0.3375,2.735466330591414,0.04215876387952733,0.04215876387952733,0.15308627287091714,0.0023819775207504163,0.0,0.00040151574964923176,0.0
28,0.35,2.735993315139908,0.050514459329313866,0.050514459329313866,0.18305246227631625,0.002961653994485822,0.0,0.0004810945373942611,0.0
29,0.3625,2.7366247458815245,-0.11254621662732944,0.11254621662732944,0.18810026976800356,0.0030593005523210756,0.0,0.0010718786411394578,0.0
30,0.375,2.735217918173683,0.293879655101712,0.293879655101712,0.19249930272570537,0.003144396988116378,0.0,0.0027988797385523467,0.0
31,0.3875,2.7388914138624543,0.001001064657941697,0.001001064657941697,0.17324328169770564,0.0027719017663624048,0.0,9.534037281771429e-06,0.0
32,0.4,2.7389039271706785,-0.2299733116392133,0.2299733116392133,0.20309080697905948,0.003349282759679701,0.0,0.0021902422681556663,0.0
33,0.4125,2.7360292607751884,-0.1765958268721235,0.1765958268721235,0.232629320302753,0.0039206861173511935,0.0,0.0016818805696985626,0.0
34,0.425,2.733821812939287,-0.00688975570369621,0.00688975570369621,0.27470729865058097,0.0047346572826735675,0.0,6.561732773225392e-05,0.0
35,0.4375,2.7337356909929906,0.28698386261801545,0.28698386261801545,0.27599416706627394,0.004759550916471262,0.0,0.0027332049171456046,0.0
36,0.45,2.737322989275716,0.13243780023966423,0.13243780023966423,0.2604791540442479,0.004459423065148713,0.0,0.001261324046337769,0.0
37,0.4625,2.7389784617787116,0.16143361292439096,0.16143361292439096,0.2636337886072426,0.00452044742212188,0.0,0.001537477196844403,0.0
38,0.475,2.7409963819402665,-0.17327226122713313,0.17327226122713313,0.2604418324064062,0.004458701102301672,0.0,0.0016502272708667919,0.0
39,0.4875,2.7388304786749273,-0.2997701318319912,0.2997701318319912,0.2660031027610814,0.00456628026577404,0.0,0.002854980035679368,0.0
40,0.5,2.7350833520270275,-0.394780853572243,0.394780853572243,0.25446352148244983,0.004343054559846444,0.0,0.0037598524193494434,0.0
41,0.5125,2.7301485913573744,0.44940814434951903,0.44940814434951903,0.2188084760105371,0.0036533308598984612,0.0,0.004280117142253137,0.0
42,0.525,2.7357661931617434,0.07561025932577792,0.07561025932577792,0.16259464716916713,0.002565910846726553,0.0,0.0007201043664637662,0.0
43,0.5375,2.7367113214033156,0.12558906361288535,0.12558906361288535,0.1603820606353841,0.0025231097971040502,0.0,0.0011960973800932532,0.0
44,0.55,2.7382811846984767,-0.1754048156771404,0.1754048156771404,0.16374124328799186,0.0025880910040354185,0.0,0.0016705375010507059,0.0
45,0.5625,2.7360886245025124,0.11259751309957267,0.11259751309957267,0.21957942088470805,0.003668244287830786,0.0,0.0010723671834877572,0.0
46,0.575,2.737496093416257,-0.2311815247836435,0.2311815247836435,0.23875735098261752,0.004039228891255113,0.0,0.0022017491664083812,0.0
47,0.5875,2.7346063243564616,0.20448568808692613,0.20448568808692613,0.23735704934388843,0.004012140965422337,0.0,0.0019475007516677135,0.0
48,0.6,2.737162395457548,0.144414838633935,0.144414838633935,0.22679501672303956,0.003807825303450685,0.0,0.001375392133419149,0.0
49,0.6125,2.7389675809404723,-0.17448965906257996,0.17448965906257996,0.22184949480303376,0.0037121573935744432,0.0,0.0016618216431761317,0.0
50,0.625,2.73678646020219,0.0,0.0,0.22060629854762995,0.00368810856935645,0.0,0.0,0.0
51,0.6375,2.73678646020219,0.1564702142195884,0.1564702142195884,0.22461484876165003,0.0037656513700582233,0.0,0.001490206295888633,0.0
52,0.65,2.738742337879935,-0.4494421741929244,0.4494421741929244,0.25265020062127264,0.004307977045373794,0.0,0.004280441238996685,0.0
53,0.6625,2.7331243107025234,0.2880933955049869,0.2880933955049869,0.22010553810615896,0.003678421683814513,0.0,0.002743771994732269,0.0
54,0.675,2.7367254781463357,-0.21934280749842827,0.21934280749842827,0.2015997132606672,0.0033204385200270303,0.0,0.002088998435403983,0.0
55,0.6875,2.7339836930526054,0.050943915531860284,0.050943915531860284,0.3038895136243146,0.005299168280148428,0.0,0.00048518463428608844,0.0
56,0.7,2.7346204919967536,0.05572607548828046,0.05572607548828046,0.3225908651760478,0.005660933781091356,0.0,0.0005307294359631842,0.0
57,0.7125,2.735317067940357,0.1613882462757843,0.1613882462757843,0.3236655008102017,0.0056817219095560475,0.0,0.0015370451295291365,0.0
58,0.725,2.7373344210188044,-0.1194886212267221,0.1194886212267221,0.3203815315655396,0.005618195657157128,0.0,0.001137997391562476,0.0
59,0.7375,2.7358408132534704,0.36266413753764937,0.36266413753764937,0.31794419879348423,0.0055710470375074685,0.0,0.0034539761049548583,0.0
60,0.75,2.740374114972691,-0.2809143289181293,0.2809143289181293,0.3089523147527661,0.0053971048801498825,0.0,0.0026753992997775276,0.0
61,0.7625,2.7368626858612144,0.14340772778286492,0.14340772778286492,0.29520174126775284,0.005131108965827993,0.0,0.0013658005128132221,0.0
