,relative_time,resulant,derivative,abs_derivative,rms,normalize,threshold,normalize_no_rms,threshold_no_rms
0,0.0,2.9496133300366747,-0.052646704919148135,0.052646704919148135,0.3094417600288219,0.0028276731779185806,0.0,0.0003196119284650621,0.0
1,0.0125,2.9489552462251853,-0.5704289379823635,0.5704289379823635,0.3115446706636326,0.002850370287400381,0.0,0.0034630067199991153,0.0
2,0.025,2.941824884500406,-0.12026016729791422,0.12026016729791422,0.25894664542630225,0.002282669921262072,0.0,0.0007300852740289466,0.0
3,0.0375,2.940321632409182,0.11620790992264318,0.11620790992264318,0.29174426286844657,0.0026366607668566874,0.0,0.0007054844980385752,0.0
4,0.05,2.941774231283215,-0.003971279923824511,0.003971279923824511,0.29991614461500377,0.0027248614215129568,0.0,2.4109171445343222e-05,0.0
5,0.0625,2.941724590284167,0.40417982314135514,0.40417982314135514,0.3096362901511755,0.002829772778068715,0.0,0.0024537279763142766,0.0
6,0.075,2.946776838073434,0.16610681331435728,0.16610681331435728,0.275175184506139,0.002457827591838922,0.0,0.0010084148479210617,0.0
7,0.0875,2.9488531732398635,0.4679074843128461,0.4679074843128461,0.2739415380649822,0.0024445126140774974,0.0,0.0028406110816267273,0.0
8,0.1,2.954702016793774,-0.11497263714577599,0.11497263714577599,0.249567058016393,0.0021814342725318117,0.0,0.0006979853028847428,0.0
9,0.1125,2.953264858829452,-0.2921223034221754,0.2921223034221754,0.24693868810555275,0.002153065782384164,0.0,0.0017734400070774307,0.0
10,0.125,2.9496133300366747,-0.39868948537861826,0.39868948537861826,0.2324871733785911,0.0019970878694353226,0.0,0.0024203967841158708,0.0
11,0.1375,2.944629711469442,-0.2284384148981644,0.2284384148981644,0.20040972410782207,0.0016508699341871726,0.0,0.0013868226403386781,0.0
12,0.15,2.941774231283215,0.21775049503290234,0.21775049503290234,0.19320692052493554,0.0015731287221782302,0.0,0.0013219375409832192,0.0
13,0.1625,2.944496112471126,0.046209623995601135,0.046209623995601135,0.1874630619246203,0.0015111341774071585,0.0,0.00028053317033917155,0.0
14,0.175,2.945073732771071,-0.14890314403938731,0.14890314403938731,0.18762815904592697,0.0015129161016484447,0.0,0.0009039734033502653,0.0
15,0.1875,2.943212443470579,0.34184121347838214,0.34184121347838214,0.19621295561910637,0.0016055734235883169,0.0,0.002075277638675635,0.0
16,0.2,2.9474854586390586,0.05271338713196627,0.05271338713196627,0.15599516897725665,0.001171495298053555,0.0,0.0003200167483045155,0.0
17,0.2125,2.948144375978208,0.1729392985266287,0.1729392985266287,0.17466544012368074,0.0013730070414679056,0.0,0.0010498940587901325,0.0
18,0.225,2.950306117209791,-0.21877723739621047,0.21877723739621047,0.16495986684952244,0.0012682529660732395,0.0,0.0013281707726218877,0.0
19,0.2375,2.9475714017423384,-0.17176426396439126,0.17176426396439126,0.15853072748376315,0.0011988620572809952,0.0,0.0010427605627237296,0.0
20,0.25,2.9454243484427836,-0.17298312538070348,0.17298312538070348,0.147886203903162,0.00108397371486113,0.0,0.0010501601264456659,0.0
21,0.2625,2.9432620593755248,0.05129075156684593,0.05129075156684593,0.13874677015687678,0.0009853300897316349,0.0,0.0003113800957890468,0.0
22,0.275,2.9439031937701103,0.22030372078425842,0.22030372078425842,0.15710168974927452,0.0011834381845893095,0.0,0.0013374378730068625,0.0
23,0.2875,2.9466569902799136,-0.059457258295623205,0.059457258295623205,0.1410414250045303,0.001010096730518928,0.0,0.0003609579937489643,0.0
24,0.3,2.9459137745512183,0.22840071588717592,0.22840071588717592,0.14499974305024146,0.001052819600697089,0.0,0.0013865937740948787,0.0
25,0.3125,2.948768783499808,0.059480539289644696,0.059480539289644696,0.15402930845141272,0.001150277396140645,0.0,0.00036109932991439423,0.0
26,0.325,2.9495122902409285,-0.1767069627571871,0.1767069627571871,0.15801854083615854,0.001193333930586803,0.0,0.0010727671034068266,0.0
27,0.3375,2.9473034532064637,-0.05839233136363475,0.05839233136363475,0.14633910801342695,0.001067275618324412,0.0,0.0003544929481030892,0.0
28,0.35,2.9465735490644183,-0.09468820971534342,0.09468820971534342,0.14590070519568518,0.0010625438543651175,0.0,0.0005748409393617719,0.0
29,0.3625,2.9453899464429765,-0.2146460778611825,0.2146460778611825,0.21360711003923075,0.0017933117994762874,0.0,0.0013030909909372626,0.0
30,0.375,2.9427068704697117,0.10113194625457567,0.10113194625457567,0.21010320320961093,0.0017554934749077458,0.0,0.0006139601029445196,0.0
31,0.3875,2.943971019797894,0.11221898637330696,0.11221898637330696,0.23259022841874535,0.0019982001618410543,0.0,0.0006812682142263028,0.0
32,0.4,2.94537375712756,0.27160210977982047,0.27160210977982047,0.23309372725231997,0.002003634519326545,0.0,0.0016488643347237336,0.0
33,0.4125,2.948768783499808,-0.11617480639937838,0.11617480639937838,0.22128578509059046,0.0018761891816297938,0.0,0.0007052835304580608,0.0
34,0.425,2.9473165984198157,0.05279728190242139,0.05279728190242139,0.21744084818345713,0.0018346900553772533,0.0,0.0003205260635487359,0.0
35,0.4375,2.947976564443596,-0.04883353664791201,0.04883353664791201,0.21756383293449336,0.001836017452896032,0.0,0.0002964626341910286,0.0
36,0.45,2.947366145235497,-0.4513243961064006,0.4513243961064006,0.22495256465220437,0.0019157654221879524,0.0,0.0027399371114379383,0.0
37,0.4625,2.941724590284167,-0.18492108332530677,0.18492108332530677,0.15916244868810317,0.0012056803428988102,0.0,0.0011226340593626283,0.0
38,0.475,2.9394130767426008,0.29977747982261604,0.29977747982261604,0.14513484692476092,0.0010542778021920183,0.0,0.0018199136789974978,0.0
