,relative_time,resulant,derivative,abs_derivative,rms,normalize,threshold,normalize_no_rms,threshold_no_rms
0,0.0,2.766277581071803,0.1984224303594928,0.1984224303594928,0.08422471779611926,0.0017582171543886838,0.0,0.0037294092774997458,0.0
1,0.0125,2.768757861451297,0.0,0.0,0.05762887041065069,0.0008281940002014065,0.0,0.0,0.0
2,0.025,2.768757861451297,-0.024284436743080562,0.024284436743080562,0.0691403180012343,0.0012307347668966458,0.0,0.00045643329498795004,0.0
3,0.0375,2.7684543059920084,-0.05402519934364136,0.05402519934364136,0.07121298583878052,0.0013032133404092343,0.0,0.001015419876099255,0.0
4,0.05,2.767778991000213,0.047436940854410636,0.047436940854410636,0.08068744843870337,0.0016345233176286121,0.0,0.0008915915756002231,0.0
5,0.0625,2.768371952760893,0.09706010201337989,0.09706010201337989,0.07990340312442235,0.0016071062443673253,0.0,0.001824273819587621,0.0
6,0.075,2.7695852040360602,-0.03094956811064975,0.03094956811064975,0.07215934385447238,0.001336306283604007,0.0,0.0005817064443639167,0.0
7,0.0875,2.769198334434677,-0.03523783867041885,0.03523783867041885,0.07799760276222231,0.0015404628154734989,0.0,0.0006623057797367223,0.0
8,0.1,2.768757861451297,0.09586307842720743,0.09586307842720743,0.11438060130768621,0.0028127302704496217,0.0,0.0018017754011398197,0.0
9,0.1125,2.769956149931637,-0.10804802149060322,0.10804802149060322,0.15798285619132713,0.00433744599124736,0.0,0.0020307950720716973,0.0
10,0.125,2.7686055496630044,0.05400907421932999,0.05400907421932999,0.15400116166935113,0.0041982111684320655,0.0,0.0010151167995362943,0.0
11,0.1375,2.769280663090746,-0.12013376724265612,0.12013376724265612,0.17579453386604477,0.0049602978377149,0.0,0.002257950299691622,0.0
12,0.15,2.767778991000213,-0.03525591184679655,0.03525591184679655,0.18357659894038622,0.005232426813401687,0.0,0.0006626454705243755,0.0
13,0.1625,2.767338292102128,0.0,0.0,0.19321703163095927,0.005569540554831698,0.0,0.0,0.0
14,0.175,2.767338292102128,0.08928111119043791,0.08928111119043791,0.19321703163095927,0.005569540554831698,0.0,0.0016780653466236307,0.0
15,0.1875,2.7684543059920084,0.23924061658714635,0.23924061658714635,0.19062117330022443,0.005478766671315868,0.0,0.004496599368520827,0.0
16,0.2,2.7714448136993477,-0.32279252928844926,0.32279252928844926,0.17128175466959822,0.004802491655358661,0.0,0.0060669827058106,0.0
17,0.2125,2.767409907083242,0.04167222707216922,0.04167222707216922,0.1277946543414279,0.0032818027437595773,0.0,0.0007832420456470272,0.0
18,0.225,2.767930809921644,-0.24579638490301647,0.24579638490301647,0.1383088955730932,0.0036494724649921506,0.0,0.004619817006436304,0.0
19,0.2375,2.7648583551103565,0.19184712237255042,0.19184712237255042,0.10762306355582098,0.0025764277197753713,0.0,0.00360582438558761,0.0
20,0.25,2.7672564441400134,0.17407644409921375,0.17407644409921375,0.08485758556222582,0.001780347739945415,0.0,0.00327181914081779,0.0
21,0.2625,2.7694323996912535,0.0,0.0,0.062226837894749254,0.0009889791092612637,0.0,0.0,0.0
22,0.275,2.7694323996912535,0.0,0.0,0.07405979603433856,0.00140276269332408,0.0,0.0,0.0
23,0.2875,2.7694323996912535,0.0352722951299711,0.0352722951299711,0.07699967291532132,0.001505566470550886,0.0,0.0006629533992608413,0.0
24,0.3,2.769873303380378,0.01213633094568678,0.01213633094568678,0.09904828380370542,0.002276578514147844,0.0,0.0002281059915537224,0.0
25,0.3125,2.7700250075171993,-0.15530482877355922,0.15530482877355922,0.09904888827993394,0.0022765996519172305,0.0,0.002919000983000064,0.0
26,0.325,2.7680836971575298,0.006545880179444907,0.006545880179444907,0.13091648591735905,0.0033909692465977337,0.0,0.00012303178741634448,0.0
27,0.3375,2.768165520659773,0.04183307912537515,0.04183307912537515,0.13761312404071352,0.0036251422142669558,0.0,0.0007862653083822142,0.0
28,0.35,2.76868843414884,-0.0606099381756664,0.0606099381756664,0.14258509590582882,0.0037990057836244573,0.0,0.0011391820235821552,0.0
29,0.3625,2.767930809921644,0.1135842958958122,0.1135842958958122,0.14489417864945933,0.0038797514874700885,0.0,0.002134851015203547,0.0
30,0.375,2.769350613620342,-0.059605116586993745,0.059605116586993745,0.1455549330647879,0.003902857233889088,0.0,0.0011202960995047287,0.0
31,0.3875,2.7686055496630044,0.1797137667706039,0.1797137667706039,0.1452808219251357,0.0038932719139328415,0.0,0.003377774316514671,0.0
32,0.4,2.770851971747637,-0.012175733615471529,0.012175733615471529,0.13667751662885733,0.0035924252060948107,0.0,0.00022884657658731598,0.0
33,0.4125,2.7706997750774436,-0.28765802954907826,0.28765802954907826,0.1506574857773792,0.004081287050371034,0.0,0.005406619212374265,0.0
34,0.425,2.76710404970808,0.12011999639394588,0.12011999639394588,0.11117425912551737,0.0027006085385700173,0.0,0.0022576914724469098,0.0
35,0.4375,2.7686055496630044,0.1135566283355871,0.1135566283355871,0.1345896149839713,0.0035194139256018017,0.0,0.002134330995084842,0.0
36,0.45,2.7700250075171993,-0.09478434502529609,0.09478434502529609,0.13057650341809246,0.0033790804884862267,0.0,0.0017815002822948976,0.0
37,0.4625,2.768840203204383,-0.1201528881804137,0.1201528881804137,0.14027510945784913,0.0037182284783804156,0.0,0.0022583096834696476,0.0
38,0.475,2.767338292102128,0.05399073403218324,0.05399073403218324,0.13370841745227083,0.003488599562140614,0.0,0.001014772090200902,0.0
39,0.4875,2.76801317627753,0.11353787309786867,0.11353787309786867,0.13240893127771347,0.0034431581737400727,0.0,0.0021339784847490793,0.0
